cer,corruption,corruption_type,duration_seconds,item,language,prediction,reference,source,wer
0.6428571428571429,clean,clean,5.664,cv21_zh_dev100:6,zh,"少星二十年,當然又正顏,彈恨胡云",绍兴二十年担任右正言，弹劾胡寅。,cv21_zh_dev100,1.0
0.4,clean,clean,3.024,cv21_zh_dev100:7,zh,相识第七名,乡试第七名。,cv21_zh_dev100,1.0
0.08786610878661087,gaussian_25db,gaussian,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses repercussions sociales politiques, dès que l'utilisation du système métrique, une passage de l'absolutisme au républicanisme, une nationalisme et la conviction que le pays a partie au peuple et non à un seul dix ans.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.23684210526315788
0.5739130434782609,gaussian_25db,gaussian,6.0,fleurs_fr_dev100:1,fr," n'est pas non plus de pouvoir le dire aux gérôles, je vais appeler ce cas, il n'y a 700 sur les 3 de bois dans notre livret.",il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,0.8695652173913043
0.30612244897959184,gaussian_25db,gaussian,15.36,fleurs_fr_dev100:2,fr," Maintenant, l'argent en disponible dans tout l'archipel à cuisine, j'avenez, propose un éventail de placent un peu moins à ses une éventés. Dès savoir, très dominante que le j'avenez privé légis étant des casquins répliments, le sucre en particulier sucre de beaucoup j'avenez et diverses épisards en métique.",maintenant largement disponible dans tout l’archipel la cuisine javanaise propose un éventail de plats simplement assaisonnés les saveurs prédominantes que les javanais privilégient étant les cacahuètes les piments le sucre en particulier le sucre de coco javanais et diverses épices aromatiques,fleurs_fr_dev100,0.7317073170731707
0.33884297520661155,gaussian_25db,gaussian,7.86,fleurs_fr_dev100:3,fr," Tu n'en brûnes pour ma courance, famille, de format APS par exemple son ego à sur rapport d'être payé au sein rapproche de frère.",de nombreux formats courants famille de formats aps par exemple sont égaux à ce rapport d’aspect ou s’en approchent de près,fleurs_fr_dev100,0.7619047619047619
0.046153846153846156,gaussian_25db,gaussian,8.52,fleurs_fr_dev100:4,fr, La principale religion en Moldavi est le Christenisme orthodoxe.,la principale religion en moldavie est le christianisme orthodoxe,fleurs_fr_dev100,0.2222222222222222
0.359375,gaussian_25db,gaussian,7.38,fleurs_fr_dev100:5,fr, Sur les routes classées à enéger le fruitement effet et vous ne pouvez pas rétendre leurs quantités vous étiez sur la zvalde,sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.4782608695652174
0.12169312169312169,gaussian_25db,gaussian,12.0,fleurs_fr_dev100:6,fr, La science montre désormais que cet école de mes massivants basés sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution émène pendant 2 millions d'années.,la science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant deux millions d'années,fleurs_fr_dev100,0.26666666666666666
0.2916666666666667,gaussian_25db,gaussian,6.9,fleurs_fr_dev100:7,fr," Lui, noël est une des faits les plus importants de la crétité, elle s'élève en la licence de l'huile.",noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,0.5294117647058824
0.5,gaussian_25db,gaussian,4.944,cv21_zh_dev100:0,zh,生存名为加沙或幽选的麻吃法衣,身穿名为袈裟或筱悬的麻织法衣。,cv21_zh_dev100,1.0
0.5,gaussian_25db,gaussian,4.776,cv21_zh_dev100:1,zh,大来调维举科来调属下的一种,大赖草为菊科赖草属下的一个种。,cv21_zh_dev100,1.0
0.6842105263157895,gaussian_25db,gaussian,6.288,cv21_zh_dev100:2,zh,畢業於華中科技黨學計算機軟件與理論專業,毕业于华中科技大学计算机软件与理论专业。,cv21_zh_dev100,1.0
0.7083333333333334,gaussian_25db,gaussian,7.128,cv21_zh_dev100:3,zh,三名指受扣的化石鞋刺出他們與博努類有接心情的關係,三棱齿兽科的化石显示出它们与哺乳类有接近亲缘关系。,cv21_zh_dev100,1.0
0.23076923076923078,gaussian_25db,gaussian,4.56,cv21_zh_dev100:4,zh,每月每日都有必須達成的進度,每月每日都有必须达成的进度,cv21_zh_dev100,1.0
0.6666666666666666,gaussian_25db,gaussian,3.864,cv21_zh_dev100:5,zh,阿拉旅克奶湯,巴拉吕克莱班。,cv21_zh_dev100,1.0
0.5714285714285714,gaussian_25db,gaussian,5.664,cv21_zh_dev100:6,zh,"少星二十年,當然又正言,彈何胡云",绍兴二十年担任右正言，弹劾胡寅。,cv21_zh_dev100,1.0
1.0,gaussian_25db,gaussian,3.024,cv21_zh_dev100:7,zh,消失一期明,乡试第七名。,cv21_zh_dev100,1.0
0.2175732217573222,reverb_small_room,reverb,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses repercussions au célepholitique dès que l'utilisation du système métrique, au passage de l'optionalisme, au répliquanisme, une nationalisme et une conviction que le bége à partien au peuple est non un seul d'un genre.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.4473684210526316
0.4260869565217391,reverb_small_room,reverb,6.0,fleurs_fr_dev100:1,fr," n'avait pas non plus de pouvoir de dire aux jérômes, je suis scal, il y a 7 sur les 3 de voies dans le tril des états",il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,0.7391304347826086
0.25510204081632654,reverb_small_room,reverb,15.36,fleurs_fr_dev100:2,fr," Maintenant, l'argent monte disponible dans tout l'archipel à cuisine, j'avance proposant éventail de place simplement à ses honnées. Dès savoir, prédominante que le javan est privé d'Egis étant des casquins va être épimant le sucre en particulier sucre de cocaux javanés et diverses épisaires en Mexique.",maintenant largement disponible dans tout l’archipel la cuisine javanaise propose un éventail de plats simplement assaisonnés les saveurs prédominantes que les javanais privilégient étant les cacahuètes les piments le sucre en particulier le sucre de coco javanais et diverses épices aromatiques,fleurs_fr_dev100,0.7073170731707317
0.2231404958677686,reverb_small_room,reverb,7.86,fleurs_fr_dev100:3,fr," De nombreux formes à courant, famille, de formes à PS par exemple sans égot à sur rapport d'attpect au son rapproche de vrai.",de nombreux formats courants famille de formats aps par exemple sont égaux à ce rapport d’aspect ou s’en approchent de près,fleurs_fr_dev100,0.6666666666666666
0.015384615384615385,reverb_small_room,reverb,8.52,fleurs_fr_dev100:4,fr, La principale religion en Moldavi est le christianisme orthodoxe.,la principale religion en moldavie est le christianisme orthodoxe,fleurs_fr_dev100,0.1111111111111111
0.265625,reverb_small_room,reverb,7.38,fleurs_fr_dev100:5,fr," Sur les routes classées, en égé, le frautement est faible et vous ne pourrez pas rétendir quand il vous étiez sur la zvalte.",sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.43478260869565216
0.05291005291005291,reverb_small_room,reverb,12.0,fleurs_fr_dev100:6,fr, La science montre désormais que cette économie massivement basée sur le carbone a délogé la vieuse fère de son état de stabilité qui a soutenu l'évolution humaine pendant 2 millions d'années.,la science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant deux millions d'années,fleurs_fr_dev100,0.1
0.3541666666666667,reverb_small_room,reverb,6.9,fleurs_fr_dev100:7,fr," Lui, noël est une des faits et plus importants de la crétiente, elle s'est l'avent dans la naissance de l'huile.",noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,0.5882352941176471
0.6428571428571429,reverb_small_room,reverb,4.944,cv21_zh_dev100:0,zh,深川名為加沙或幽選的馬吃法衣,身穿名为袈裟或筱悬的麻织法衣。,cv21_zh_dev100,1.0
0.6428571428571429,reverb_small_room,reverb,4.776,cv21_zh_dev100:1,zh,加来炒维橘科蓝炒熟下的一种,大赖草为菊科赖草属下的一个种。,cv21_zh_dev100,1.0
0.7368421052631579,reverb_small_room,reverb,6.288,cv21_zh_dev100:2,zh,畢業與華中科技黨學計算基軟建於理論專業,毕业于华中科技大学计算机软件与理论专业。,cv21_zh_dev100,1.0
0.7916666666666666,reverb_small_room,reverb,7.128,cv21_zh_dev100:3,zh,三名此受口的發出顯示出他們與國努類有天心親緣關係,三棱齿兽科的化石显示出它们与哺乳类有接近亲缘关系。,cv21_zh_dev100,1.0
0.23076923076923078,reverb_small_room,reverb,4.56,cv21_zh_dev100:4,zh,每月每日都有必須達成的進度,每月每日都有必须达成的进度,cv21_zh_dev100,1.0
0.8333333333333334,reverb_small_room,reverb,3.864,cv21_zh_dev100:5,zh,阿拉临 客奶湾,巴拉吕克莱班。,cv21_zh_dev100,1.0
0.6428571428571429,reverb_small_room,reverb,5.664,cv21_zh_dev100:6,zh,"少星二十年,當然又正年,他和胡云",绍兴二十年担任右正言，弹劾胡寅。,cv21_zh_dev100,1.0
0.4,reverb_small_room,reverb,3.024,cv21_zh_dev100:7,zh,相识第七名,乡试第七名。,cv21_zh_dev100,1.0
0.26359832635983266,babble_4spk_10db,babble,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses repères que ce sont ces politiques, des que l'utilisation du système métrique, passage de l'absolutisme au républicanisme, il y a une nationalisme et une conviction que le pays a parti en haut ou pas le, et non en sommes un exemple.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.6052631578947368
0.7391304347826086,babble_4spk_10db,babble,6.0,fleurs_fr_dev100:1,fr, J'ai un peu l'impression que je pouvais un bilan ou je veux dire. C'est quand même une ascente sur un renaueau à notre litre.,il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,1.0434782608695652
0.4557823129251701,babble_4spk_10db,babble,15.36,fleurs_fr_dev100:2,fr," Maintenant, l'argent monte disponible pour la Chipper la cuisine. J'avance beaucoup plus en évente à éducation que moi, à ses unités. Et ça va très dominante que le j'avance est privilé. C'est quand on est qu'à voir qui m'entend le sucre en particulier du coup de beaucoup j'avance. Et diverses et d'épuis ça va m'être.",maintenant largement disponible dans tout l’archipel la cuisine javanaise propose un éventail de plats simplement assaisonnés les saveurs prédominantes que les javanais privilégient étant les cacahuètes les piments le sucre en particulier le sucre de coco javanais et diverses épices aromatiques,fleurs_fr_dev100,1.048780487804878
0.628099173553719,babble_4spk_10db,babble,7.86,fleurs_fr_dev100:3,fr," Nous sommes en train de faire un petit chandouil. De formes à pès par exemple sans égot, à sur rapport à la spée, au sein où on rapproche de très juste.",de nombreux formats courants famille de formats aps par exemple sont égaux à ce rapport d’aspect ou s’en approchent de près,fleurs_fr_dev100,1.1428571428571428
0.03076923076923077,babble_4spk_10db,babble,8.52,fleurs_fr_dev100:4,fr, La principal religion en Moldavie est le cristianisme orthodoxe.,la principale religion en moldavie est le christianisme orthodoxe,fleurs_fr_dev100,0.2222222222222222
0.4453125,babble_4spk_10db,babble,7.38,fleurs_fr_dev100:5,fr," Sur les routes classées, en égée, le profnement infest et mon épouvé par une bière quasi des étits sur la zone.",sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.7391304347826086
0.13227513227513227,babble_4spk_10db,babble,12.0,fleurs_fr_dev100:6,fr, La science montre désormais que cette écoute le même massive en basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu les volitions émènes pendant 2 millions d'années.,la science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant deux millions d'années,fleurs_fr_dev100,0.3
0.3541666666666667,babble_4spk_10db,babble,6.9,fleurs_fr_dev100:7,fr," Je suis venu, il n'y a une des faits plus importants de la crétité, elle célèbre la naissance de l'huile.",noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,0.7058823529411765
0.6428571428571429,babble_4spk_10db,babble,4.944,cv21_zh_dev100:0,zh,深寸名为加沙或幽选的马资法医,身穿名为袈裟或筱悬的麻织法衣。,cv21_zh_dev100,1.0
0.7857142857142857,babble_4spk_10db,babble,4.776,cv21_zh_dev100:1,zh,加麗草薇直荷麗荷蝦蝦的一種,大赖草为菊科赖草属下的一个种。,cv21_zh_dev100,1.0
0.5263157894736842,babble_4spk_10db,babble,6.288,cv21_zh_dev100:2,zh,"也认我, 国中科技党留计算机软架于理论队",毕业于华中科技大学计算机软件与理论专业。,cv21_zh_dev100,1.0
0.75,babble_4spk_10db,babble,7.128,cv21_zh_dev100:3,zh,三人從受口的發展現是出他們與不努力有接近輕描發展,三棱齿兽科的化石显示出它们与哺乳类有接近亲缘关系。,cv21_zh_dev100,1.0
0.3076923076923077,babble_4spk_10db,babble,4.56,cv21_zh_dev100:4,zh,每月每日都有必須拿成的進步,每月每日都有必须达成的进度,cv21_zh_dev100,1.0
0.6666666666666666,babble_4spk_10db,babble,3.864,cv21_zh_dev100:5,zh,阿拉伦克来带,巴拉吕克莱班。,cv21_zh_dev100,1.0
0.9285714285714286,babble_4spk_10db,babble,5.664,cv21_zh_dev100:6,zh,少星20年 当然又证言 谈何呼一名,绍兴二十年担任右正言，弹劾胡寅。,cv21_zh_dev100,1.0
1.4,babble_4spk_10db,babble,3.024,cv21_zh_dev100:7,zh,相識一期美麗班,乡试第七名。,cv21_zh_dev100,1.0
0.2594142259414226,competing_speech_16db,competing_speech,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses repercussions au sale politique, dès que l'utilisation du système métrique, au passage de l'optionalisme, au réplique de l'canisme, une nationalisme et une conviction que le pays appartenant au pays est un peu épable et non un seul d'argent.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.5263157894736842
0.46956521739130436,competing_speech_16db,competing_speech,6.0,fleurs_fr_dev100:1,fr," n'est pas non plus une pouvoir de les origines physiques à l'enseignée sur les trois de voix, entre les intelligés,",il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,0.5217391304347826
0.30952380952380953,competing_speech_16db,competing_speech,15.36,fleurs_fr_dev100:2,fr," Maintenant, l'argent monte disponible pour tout l'archipel accident. J'avance pour poser un éventail de passants peu moins à ses honnêtes. D'essaveur predominante que les javanes est privilé. Et tant, les cas qui ont été piment le sucre en particulier et jus de coqu'au javanes. Et diverses épisards en métique.",maintenant largement disponible dans tout l’archipel la cuisine javanaise propose un éventail de plats simplement assaisonnés les saveurs prédominantes que les javanais privilégient étant les cacahuètes les piments le sucre en particulier le sucre de coco javanais et diverses épices aromatiques,fleurs_fr_dev100,0.7804878048780488
0.3884297520661157,competing_speech_16db,competing_speech,7.86,fleurs_fr_dev100:3,fr," De nombreux formes d'accordants, familles et façons de former à paix, par exemple sans égo, à sur-accord d'esprit, au sein rapproche de vrai.",de nombreux formats courants famille de formats aps par exemple sont égaux à ce rapport d’aspect ou s’en approchent de près,fleurs_fr_dev100,0.8095238095238095
0.015384615384615385,competing_speech_16db,competing_speech,8.52,fleurs_fr_dev100:4,fr, La principale religion en Moldavi est le christianisme orthodoxe.,la principale religion en moldavie est le christianisme orthodoxe,fleurs_fr_dev100,0.1111111111111111
0.3203125,competing_speech_16db,competing_speech,7.38,fleurs_fr_dev100:5,fr," Sur les routes classées, un égé, le fruitment est faible et vous ne pourrez pas rétendir quand il vous est fiers sur l'asvalte.",sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.5217391304347826
0.1746031746031746,competing_speech_16db,competing_speech,12.0,fleurs_fr_dev100:6,fr, La science mieux a été désormais que cette économie massive en basée sur le carbone a délogé la vieuse fière de son état de stabilité qui a soutenu les volussions humaines pendant 2 millions d'adoles.,la science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant deux millions d'années,fleurs_fr_dev100,0.4
3.8229166666666665,competing_speech_16db,competing_speech,6.9,fleurs_fr_dev100:7,fr," Nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous, nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous nous",noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,4.764705882352941
0.6428571428571429,competing_speech_16db,competing_speech,4.944,cv21_zh_dev100:0,zh,生存名為加沙或幽選的麻吃法,身穿名为袈裟或筱悬的麻织法衣。,cv21_zh_dev100,1.0
1.1428571428571428,competing_speech_16db,competing_speech,4.776,cv21_zh_dev100:1,zh,"加来炒味, 即可来炒熟下的YouTube",大赖草为菊科赖草属下的一个种。,cv21_zh_dev100,1.0
0.47368421052631576,competing_speech_16db,competing_speech,6.288,cv21_zh_dev100:2,zh,比演员华中科技党学计算接软解于理论转意,毕业于华中科技大学计算机软件与理论专业。,cv21_zh_dev100,1.0
0.75,competing_speech_16db,competing_speech,7.128,cv21_zh_dev100:3,zh,三名此受課的話實現是出他們與服努類有接近慶人關係,三棱齿兽科的化石显示出它们与哺乳类有接近亲缘关系。,cv21_zh_dev100,1.0
0.46153846153846156,competing_speech_16db,competing_speech,4.56,cv21_zh_dev100:4,zh,每月每日都有必須達什麼境地,每月每日都有必须达成的进度,cv21_zh_dev100,1.0
0.8333333333333334,competing_speech_16db,competing_speech,3.864,cv21_zh_dev100:5,zh,阿拉丽 恰来帮,巴拉吕克莱班。,cv21_zh_dev100,1.0
0.8571428571428571,competing_speech_16db,competing_speech,5.664,cv21_zh_dev100:6,zh,少新20年當然又正年 他們和胡云,绍兴二十年担任右正言，弹劾胡寅。,cv21_zh_dev100,1.0
1.0,competing_speech_16db,competing_speech,3.024,cv21_zh_dev100:7,zh,相识一期美,乡试第七名。,cv21_zh_dev100,1.0
0.16317991631799164,telephone_bandpass,telephone_bandpass,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses repercussions au salle et politique, dès que l'utilisation du système métrique, au passage de l'absolutisme, au républicanisme, une nationalisme et la conviction que le pays a part son haut ou pas bleu, et non un seul d'un genre.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.4473684210526316
0.30434782608695654,telephone_bandpass,telephone_bandpass,6.0,fleurs_fr_dev100:1,fr," n'avait pas non plus de pouvoir de dire aux vachiscales, il y a celle sur les 3 de voies à notre des états.",il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,0.5652173913043478
0.32653061224489793,telephone_bandpass,telephone_bandpass,15.36,fleurs_fr_dev100:2,fr," Maintenant, l'argentement disponible dans tout l'archipel à cuisine, j'avance pour proposer un éventail de personnes, un peu moins à ses honnêtes. Dès savoir, très dominante que le j'avance est privé d'Egis, étant les cas qui ont été pliments, le sucre en particulier sucre de gauche à l'avenir et diverses épisards en métique.",maintenant largement disponible dans tout l’archipel la cuisine javanaise propose un éventail de plats simplement assaisonnés les saveurs prédominantes que les javanais privilégient étant les cacahuètes les piments le sucre en particulier le sucre de coco javanais et diverses épices aromatiques,fleurs_fr_dev100,0.8048780487804879
0.23140495867768596,telephone_bandpass,telephone_bandpass,7.86,fleurs_fr_dev100:3,fr," De nombreux formes d'accordant, famille, de formes à PS par exemple sans égot, à sur rapport d'aspect au son rapproche de vrai.",de nombreux formats courants famille de formats aps par exemple sont égaux à ce rapport d’aspect ou s’en approchent de près,fleurs_fr_dev100,0.5714285714285714
0.046153846153846156,telephone_bandpass,telephone_bandpass,8.52,fleurs_fr_dev100:4,fr, La principale religion en Moldavi est le Christenisme orthodoxe.,la principale religion en moldavie est le christianisme orthodoxe,fleurs_fr_dev100,0.2222222222222222
0.2734375,telephone_bandpass,telephone_bandpass,7.38,fleurs_fr_dev100:5,fr," Sur les routes que la fait est en égée, le frautement est faible et vous ne pouvez pas rétendre quand il vous étiez sur la zvalte.",sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.5217391304347826
0.1164021164021164,telephone_bandpass,telephone_bandpass,12.0,fleurs_fr_dev100:6,fr, La science montre désormais que cet économie massivement amassé sur le carbone a délogé la biosphère de son état de stabilité qui assute au lieu de l'évolution humaine pendant 2 millions d'années.,la science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant deux millions d'années,fleurs_fr_dev100,0.23333333333333334
0.2916666666666667,telephone_bandpass,telephone_bandpass,6.9,fleurs_fr_dev100:7,fr," Lui, noël est une des faits les plus importants de la crétitité, elle célèverait dans la naissance de l'huile.",noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,0.47058823529411764
0.5714285714285714,telephone_bandpass,telephone_bandpass,4.944,cv21_zh_dev100:0,zh,深寸名为加沙或幽选的马资法衣,身穿名为袈裟或筱悬的麻织法衣。,cv21_zh_dev100,1.0
1.2142857142857142,telephone_bandpass,telephone_bandpass,4.776,cv21_zh_dev100:1,zh,加了一套圍举客来挑服下的YouTube,大赖草为菊科赖草属下的一个种。,cv21_zh_dev100,1.0
0.631578947368421,telephone_bandpass,telephone_bandpass,6.288,cv21_zh_dev100:2,zh,畢業於華中科技大學計算機軟件與理論專業,毕业于华中科技大学计算机软件与理论专业。,cv21_zh_dev100,1.0
0.6666666666666666,telephone_bandpass,telephone_bandpass,7.128,cv21_zh_dev100:3,zh,三名此受扣的化石鞋市出他們與不努類有接近親員關係,三棱齿兽科的化石显示出它们与哺乳类有接近亲缘关系。,cv21_zh_dev100,1.0
0.23076923076923078,telephone_bandpass,telephone_bandpass,4.56,cv21_zh_dev100:4,zh,每月每日都有必須達成的進度,每月每日都有必须达成的进度,cv21_zh_dev100,1.0
0.3333333333333333,telephone_bandpass,telephone_bandpass,3.864,cv21_zh_dev100:5,zh,巴拉旅克来班,巴拉吕克莱班。,cv21_zh_dev100,1.0
0.7857142857142857,telephone_bandpass,telephone_bandpass,5.664,cv21_zh_dev100:6,zh,少星20年 當然又正顏 彈恨胡云,绍兴二十年担任右正言，弹劾胡寅。,cv21_zh_dev100,1.0
0.4,telephone_bandpass,telephone_bandpass,3.024,cv21_zh_dev100:7,zh,相识第七名,乡试第七名。,cv21_zh_dev100,1.0
0.21338912133891214,aac_32k,codec,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses repercussions sociales politiques, quelques utilisations du système métrique, une passage de l'optionalisme à un aurait publiquanisme, une nationalisme et la conviction que le pays a partie en haut popule et non à un seul déjà genre.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.5
0.41739130434782606,aac_32k,codec,6.0,fleurs_fr_dev100:1,fr," n'a pas non plus de pouvoir de dire aux géomaphiscales, il y a 7 sur les 3 de bois de bois à notre idée.",il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,0.6956521739130435
